"","id","group","Azoles","Benzene and substituted derivatives","Carboxylic acids and derivatives","Diazines","Imidazopyrimidines","Indoles and derivatives","Organonitrogen compounds","Organooxygen compounds","Purine nucleosides","Pyrimidine nucleosides","Unknown"
"1","exudate.EOD.Arabidopsis.1.451.1","exudate.EOD.Arabidopsis",0.000270233050846381,0.00104744577738927,0.435158868601374,0.00295139595370688,0.148655769064106,0.000243264723522777,0.000461131501277951,0.00485516953183639,0.000986714159680434,0.030331369390451,0.375038638245809
"2","exudate.EOD.Arabidopsis.2.452.1","exudate.EOD.Arabidopsis",0.000587468467687179,0.00123477128588785,0.119272266487316,0.0027100695857256,0.283919800883198,0.000495017338136696,0.000373648990213853,0.0109443654554477,0.00292318524496277,0.0263775916917596,0.551161814569665
"3","exudate.EOD.Arabidopsis.3.453.1","exudate.EOD.Arabidopsis",0.00109819241505442,0.000398421598829823,0.257240226875349,0.00104444913310207,0.302824497811927,0.000481854754110932,1.69095772262305e-05,0.00930260389414877,0.00222212369032198,0.0159755481840615,0.409395172065868
"4","exudate.EOD.Arabidopsis.4.454.1","exudate.EOD.Arabidopsis",0.00133539610718023,0.000406500419810075,0.202377853788437,0.000653708615770485,0.385933771687037,0.000538547104486659,1.14579530443045e-05,0.011395112228119,0.00345416277897076,0.0310690177193423,0.362824471597803
"5","exudate.EOD.Arabidopsis.5.455.1","exudate.EOD.Arabidopsis",0.00130211365933101,0.000890127944557126,0.320205864602815,0.00421511521642714,0.308675255676565,0.000730131949742891,0,0.0044198897930571,0.000979263896504574,0.00251365632355066,0.35606858093745
"6","exudate.EOD.Arabidopsis.6.456.1","exudate.EOD.Arabidopsis",0.000791825291203972,0.000685593441990439,0.191161970644124,0.00212038621940583,0.276319774483402,0.000333576304150334,3.20663514970986e-05,0.0106358283557152,0.00312665998106429,0.0212880974046735,0.493504221522773
"7","exudate.EOD.Arabidopsis.7.457.1","exudate.EOD.Arabidopsis",0.00053196449570326,0.00104512575345298,0.20755101938913,0.000917946745647286,0.396789122790298,0.000551317964116264,0.000209130947965212,0.0117752915759909,0.00213465209355752,0.0185255489410215,0.359968879303117
"8","exudate.EOD.Arabidopsis.8.458.1","exudate.EOD.Arabidopsis",0.000500573415699771,0.00143853839949153,0.131843578393814,0.0164697884220781,0.296165177732478,0.000390696733447188,0.000416631372002728,0.0081847526350268,0.00335933839463624,0.00564008715081802,0.535590837350508
"9","exudate.EOD.Brachy.1.433.1","exudate.EOD.Brachy",0.000682049076039617,0.00017899085819862,0.220032180987028,0.000162236573531209,0.609378093702545,0.0168638043011043,0.0140534825646945,0.00568739337882673,0.0384177083395304,0.0287378061645978,0.0658062540539039
"10","exudate.EOD.Brachy.2.434.1","exudate.EOD.Brachy",0.0014913556955129,0.000140381531165096,0.230729020124986,7.187347944396e-05,0.575318635043703,0.0122413881476341,0.00575779774093168,0.0052960708636214,0.0345704953399349,0.0137402423522784,0.120642739680788
"11","exudate.EOD.Brachy.3.436.1","exudate.EOD.Brachy",0.00138214900601552,0.000209019552115158,0.277699007577491,0.000199425339230201,0.540934707129634,0.0120574523980959,0.00783676984403426,0.00557958356003608,0.0273895730385975,0.0137082688743728,0.113004043680378
"12","exudate.EOD.Brachy.4.437.1","exudate.EOD.Brachy",0.000697512921685734,0.000131887508425998,0.262480411400295,0.000177411113509716,0.59341077106231,0.00624864784032707,0.0195943217150677,0.00452500873428932,0.030233235226574,0.0235071014382457,0.0589936910392708
"13","exudate.EOD.Brachy.5.438.1","exudate.EOD.Brachy",0.000214340444106676,0.000113439234216538,0.321668180065913,0.000313916865759857,0.492935537209084,0.0311712861522749,0.0174087911857662,0.00407052953995509,0.0195420399601638,0.0315484915605204,0.0810134477822399
"14","exudate.EOD.Brachy.6.439.1","exudate.EOD.Brachy",0.00100769698077066,9.12022422915297e-05,0.201605341726884,0.000181350832140469,0.624567907570955,0.0180592592752272,0.0123195732634044,0.00557618848660732,0.0338098492426077,0.0260471856258275,0.0767344447532846
"15","exudate.EOD.Brachy.7.440.1","exudate.EOD.Brachy",0.003883185191032,0.000177319544215295,0.665118241224716,0,0.0850119865085605,0.0254072876390277,0.0303226520033807,0.0209636097563468,0.00235553600894775,0.00176508081901005,0.164995101304763
"16","exudate.EOD.Medicago.1.442.1","exudate.EOD.Medicago",0.00116988079760307,0.000133427492193657,0.454425974515808,0.000438287238659873,0.133047091847227,0.000147228574717612,0.00139155037215127,0.0152218120226039,0.000387924955368057,0.00530556764792275,0.388331254535745
"17","exudate.EOD.Medicago.2.444.1","exudate.EOD.Medicago",0.00111752828374892,0.000727310436363242,0.406830355300036,0.000651101994334749,0.13989775134414,0.000283143691902431,0.00256118909851386,0.0172709435381581,0.000588299260083169,0.00441717005940849,0.425655206993311
"18","exudate.EOD.Medicago.3.449.1","exudate.EOD.Medicago",0.000528125720654656,1.1239127365872e-05,0.414413401997286,0.000638793301625861,0.168923660955045,0.000111216708984654,0.00120083703729581,0.00693971464856894,0.000369080305109331,0.00912505822336565,0.397738871974699
"19","exudate.EOD.TxCtrl.1.441.1","exudate.EOD.TxCtrl",7.25337962233754e-05,0.00170405817630866,0.842589476362717,0,0.0591878229738883,0.00166000924364188,0.000454458651953621,0.000791373712470759,0.00032170119631374,0.000142303204846783,0.0930762626816358
"20","exudate.EOD.TxCtrl.2.450.1","exudate.EOD.TxCtrl",9.36895484349271e-05,0.00383792229637574,0.599115982774681,0.000927013581753031,0.0804772170720169,0.000242255950040281,0.00115118742145696,0.00184687104233221,0.000299539015008158,0.000340391653559992,0.311667929644341
"21","exudate.EOD.TxCtrl.3.459.1","exudate.EOD.TxCtrl",5.76110581091427e-05,0.0039658516598094,0.693425355386181,0.00113505745636309,0.0529557747139071,0.000187711324981724,0.00056180079433592,0.000873264347786667,0.000442928745373493,0.000610257386044435,0.245784387127108
"22","exudate.EOD.TxCtrl.4.460.1","exudate.EOD.TxCtrl",0,0.00321297104167883,0.786501807843716,0.000977150433447834,0.0341020795537108,0.000241129019327578,6.46882483657558e-05,0.000461582817713657,0.000367496617975979,0.000205028240534261,0.173866066183529
"23","exudate.EON.Arabidopsis.1.451.2","exudate.EON.Arabidopsis",0.000327834363208849,0.000853320685142258,0.355848786763476,0.000989179708053625,0.296154630484499,0.000269954956677692,0.000213357057236652,0.00649945066073117,0.0019530426048153,0.00884767867456783,0.328042764041591
"24","exudate.EON.Arabidopsis.2.452.2","exudate.EON.Arabidopsis",0.000194951868862528,0.000937388951978011,0.355807753735317,0.00116863878295839,0.235238328838306,0.000221361780901162,0.000385369099922401,0.00287308193917608,0.00202250631474381,0.0232225678651989,0.377928050822636
"25","exudate.EON.Arabidopsis.3.453.2","exudate.EON.Arabidopsis",0.000132513191788656,0.000561728561438945,0.358446751203338,0.00113261645223576,0.237796218309211,0.000444569173406376,5.94587315958075e-05,0.0049647296653979,0.0012557709375194,0.0160604832751441,0.379145160498925
"26","exudate.EON.Arabidopsis.4.454.2","exudate.EON.Arabidopsis",0.000410285206050078,0.000309099662303587,0.283422200909896,0.000589900185872529,0.353518065983718,0.00068175473031737,4.59409173649786e-05,0.00620688732901209,0.0020790614000745,0.00900813966302235,0.343728664012369
"27","exudate.EON.Arabidopsis.5.455.2","exudate.EON.Arabidopsis",0.00014805553776907,0.000420177020516981,0.453703752510284,0.00131060561110668,0.26994198474298,0.000155867644493627,1.99756111152598e-05,0.0021930180939712,0.000718490670149867,0.00294193035155201,0.268446142206061
"28","exudate.EON.Arabidopsis.6.456.2","exudate.EON.Arabidopsis",0.000342610326942709,0.000421134153152017,0.356879520368495,0.000537092342747971,0.24593999454866,0.00086633925637895,3.43002245268889e-05,0.00393970636555135,0.00125614980772586,0.011263436215386,0.378519716390433
"29","exudate.EON.Arabidopsis.7.457.2","exudate.EON.Arabidopsis",0.000377615597498496,0.000870287914950475,0.253091470608953,0.000632618091027155,0.351451176096204,0.000529120123914541,0.000306732778699119,0.00857189580766878,0.00253087620363048,0.00828534773557186,0.373352859041882
"30","exudate.EON.Arabidopsis.8.458.2","exudate.EON.Arabidopsis",0.000632696394979178,0.00101199375783558,0.169910735708128,0.000869302557895203,0.409202938820201,0.000487445344941668,0.000237415383308553,0.0103802988526744,0.00298256331579394,0.00454015842984273,0.3997444514344
"31","exudate.EON.Brachy.1.433.2","exudate.EON.Brachy",0.00110563118813315,0.000124832773134336,0.460145311761758,0.000129676564327601,0.411567553956096,0.00511507686233231,0.00995961481963436,0.00290646190635115,0.0161245041639802,0.00891327890366186,0.0839080571005913
